what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354773091194
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1354773093251
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1354773095559
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773102089
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1354773105694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773105783
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1354773111940
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1354773114325
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773116964
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1354773120183
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773120350
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773121918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773135382
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1354773137132
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773137934
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1354773140323
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773140419
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773146930
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773616826
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1354773617481
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1354773618534
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354773619103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354773620716
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773625683
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1354773627560
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773627613
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773635741
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773642103
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773650842
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773652810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773658070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773679015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773682837
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773732497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773740045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773740163
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773740779
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773757389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773770063
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773771768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773774994
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773780861
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773792276
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773838394
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773839909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773854877
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773856531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773875051
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354773876667
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354775379406
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1354775380619
executed,command,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.edit.text.java.toggle.comment",1354775399303
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1354775403417
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1354775405660
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1354775407131
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1354775410850
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1354775416951
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354775425637
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354775435063
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1354775435463
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354775435973
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354775440282
executed,command,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.edit.text.java.toggle.comment",1354775449189
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354775450214
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354775452564
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354776563695
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354776566651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354776568340
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1354776569025
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354776569528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354776570938
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354776574468
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1354776602161
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354776602265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354776603635
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354776609589
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1354776611495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354776623971
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354776678621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354776689513
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1354776691721
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354776691828
