what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1354322687422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354322691684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354322696189
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354322698801
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354322701455
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354322704821
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1354322705678
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1354322706700
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354322707689
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354322708919
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354322713140
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1354322714622
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1354322715768
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354322717162
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354322719771
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1354322720561
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354322721753
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1354322723266
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354322723749
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1354322724599
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354322726247
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354322730524
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1354322731792
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354322732509
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354322733964
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354322736545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354322757066
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1354322759371
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354322761115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354322782277
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1354322782417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354322784250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354322792461
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354322793719
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1354322800814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354322800959
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1354322803221
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1354322804769
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354322810256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354322811319
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1354322815156
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1354322821064
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1354322826507
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354322829312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354322973056
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354322976907
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354323661560
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354323671191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354323674066
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354323674230
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354323674708
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354323674716
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354323680073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354323743784
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1354323744853
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1354323745596
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354323750113
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1354323753317
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354323754987
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354323756517
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354323758357
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354326271197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354326273310
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354326951426
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1354326954370
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354326956644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354326959190
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354326959731
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354326974854
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1354326975867
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354326976502
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354326978137
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354326979981
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354326984061
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1354326984968
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354326985562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1354326988000
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1354326989658
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1354326990834
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1354326992006
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354326992736
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354326994604
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1354326995818
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354326999508
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354327002408
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1354327003419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354327004040
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354327004944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354327007769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354327080315
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1354327081389
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354327082232
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354327085341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354327307344
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1354327309014
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354327309533
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354327312425
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354327318313
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1354327319547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354327327039
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354327332551
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354327332601
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1354327334066
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354327334176
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354327335470
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354327365690
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1354327366968
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354327367472
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354327369056
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1354327370971
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354327372954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354327378534
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1354327378551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354327382477
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354327417646
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1354327423419
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354327433154
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354327466063
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1354327466082
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1354327470242
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1354327470305
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1354327471196
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354327472046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354327477733
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1354327479909
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354327484170
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354327844026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354327846802
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354327883802
started,bundle,org.eclipse.wst.jsdt.debug.core,2.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.core",1354327884319
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354327888146
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1354327895154
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.debug.ui",1354327895217
stopped,bundle,com.android.ide.eclipse.ndk,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ndk",1354327895217
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,20.0.3.v201208082019-427395,"overlay.com.android.ide.eclipse.adt.overlay",1354327895273
stopped,bundle,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.adt",1354327895273
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1354327895314
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1354327895396
stopped,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1354327895595
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1354327895621
stopped,bundle,org.eclipse.wst.jsdt.web.ui,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.ui",1354327895621
stopped,bundle,org.eclipse.wst.web.ui,1.1.500.v201111030500,"org.eclipse.wst.web.ui",1354327895634
